task,retriever,pool_size,actual_pool_size,repeat,gold_count,top1_accuracy,hit@3,hit@5,hit@10,recall@3,recall@5,recall@10,mrr@10,ndcg@10,first_gold_rank@10
multilingual-video-dubbing,lsa_dense,1000,1000,4,6,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.8333333333333334,1.0,0.7935180200065873,1
offer-letter-generator,lsa_dense,1000,1000,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,lsa_dense,1000,1000,4,5,0.0,0.0,1.0,1.0,0.0,0.2,0.2,0.25,0.14606834984270645,4
paper-anonymizer,lsa_dense,1000,1000,4,2,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.6509209298071326,2
parallel-tfidf-search,lsa_dense,1000,1000,4,3,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.2960819109658652,2
pddl-tpp-planning,lsa_dense,1000,1000,4,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.43067655807339306,4
pdf-excel-diff,lsa_dense,1000,1000,4,2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
pedestrian-traffic-counting,lsa_dense,1000,1000,4,4,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.16666666666666666,0.3866989675979033,6
pg-essay-to-audiobook,lsa_dense,1000,1000,4,4,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.9828920819566879,1
powerlifting-coef-calc,lsa_dense,1000,1000,4,3,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.2960819109658652,2
pptx-reference-formatting,lsa_dense,1000,1000,4,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.3562071871080222,6
protein-expression-analysis,lsa_dense,1000,1000,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
python-scala-translation,lsa_dense,1000,1000,4,6,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,0.9833032486989473,1
quantum-numerical-simulation,lsa_dense,1000,1000,4,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
r2r-mpc-control,lsa_dense,1000,1000,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
react-performance-debugging,lsa_dense,1000,1000,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
reserves-at-risk-calc,lsa_dense,1000,1000,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,lsa_dense,1000,1000,4,2,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292,3
scheduling-email-assistant,lsa_dense,1000,1000,4,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6934264036172708,2
sec-financial-report,lsa_dense,1000,1000,4,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3706656904013186,8
seismic-phase-picking,lsa_dense,1000,1000,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
setup-fuzzing-py,lsa_dense,1000,1000,4,3,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.23463936301137822,3
shock-analysis-demand,lsa_dense,1000,1000,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-supply,lsa_dense,1000,1000,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,lsa_dense,1000,1000,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
software-dependency-audit,lsa_dense,1000,1000,4,3,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.14285714285714285,0.29769321486741446,7
speaker-diarization-subtitles,lsa_dense,1000,1000,4,4,0.0,1.0,1.0,1.0,0.25,0.5,0.5,0.3333333333333333,0.36331756126716835,3
spring-boot-jakarta-migration,lsa_dense,1000,1000,4,5,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5087403079104241,1
suricata-custom-exfil,lsa_dense,1000,1000,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
syzkaller-ppdev-syzlang,lsa_dense,1000,1000,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
taxonomy-tree-merge,lsa_dense,1000,1000,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
threejs-structure-parser,lsa_dense,1000,1000,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,lsa_dense,1000,1000,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
travel-planning,lsa_dense,1000,1000,4,6,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.125,0.09546043308946735,8
trend-anomaly-causal-inference,lsa_dense,1000,1000,4,4,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.125,0.123151194370365,8
video-filler-word-remover,lsa_dense,1000,1000,4,3,0.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.4367467095119258,3
video-silence-remover,lsa_dense,1000,1000,4,7,1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,1.0,0.4644147025690223,1
video-tutorial-indexer,lsa_dense,1000,1000,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,lsa_dense,1000,1000,4,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
weighted-gdp-calc,lsa_dense,1000,1000,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
xlsx-recover-data,lsa_dense,1000,1000,4,2,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292,3
3d-scan-calc,lsa_dense,10000,10000,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
adaptive-cruise-control,lsa_dense,10000,10000,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
azure-bgp-oscillation-route-leak,lsa_dense,10000,10000,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
citation-check,lsa_dense,10000,10000,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,0.2890648263178879,10
civ6-adjacency-optimizer,lsa_dense,10000,10000,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
court-form-filling,lsa_dense,10000,10000,0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.2,0.38685280723454163,5
crystallographic-wyckoff-position-analysis,lsa_dense,10000,10000,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dapt-intrusion-detection,lsa_dense,10000,10000,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
data-to-d3,lsa_dense,10000,10000,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dialogue-parser,lsa_dense,10000,10000,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dynamic-object-aware-egomotion,lsa_dense,10000,10000,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
earthquake-phase-association,lsa_dense,10000,10000,0,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,lsa_dense,10000,10000,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
econ-detrending-correlation,lsa_dense,10000,10000,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
energy-ac-optimal-power-flow,lsa_dense,10000,10000,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
energy-market-pricing,lsa_dense,10000,10000,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
enterprise-information-search,lsa_dense,10000,10000,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
exceltable-in-ppt,lsa_dense,10000,10000,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
exoplanet-detection-period,lsa_dense,10000,10000,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
financial-modeling-qa,lsa_dense,10000,10000,0,2,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292,3
find-topk-similiar-chemicals,lsa_dense,10000,10000,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-build-agentops,lsa_dense,10000,10000,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-build-google-auto,lsa_dense,10000,10000,0,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
fix-druid-loophole-cve,lsa_dense,10000,10000,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-erlang-ssh-cve,lsa_dense,10000,10000,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-visual-stability,lsa_dense,10000,10000,0,3,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.2,0.18154179253735267,5
flink-query,lsa_dense,10000,10000,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
flood-risk-analysis,lsa_dense,10000,10000,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gh-repo-analytics,lsa_dense,10000,10000,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
glm-lake-mendota,lsa_dense,10000,10000,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gravitational-wave-detection,lsa_dense,10000,10000,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
grid-dispatch-operator,lsa_dense,10000,10000,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
hvac-control,lsa_dense,10000,10000,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
invoice-fraud-detection,lsa_dense,10000,10000,0,3,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.2,0.18154179253735267,5
jax-computing-basics,lsa_dense,10000,10000,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jpg-ocr-stat,lsa_dense,10000,10000,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lab-unit-harmonization,lsa_dense,10000,10000,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lake-warming-attribution,lsa_dense,10000,10000,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
latex-formula-extraction,lsa_dense,10000,10000,0,2,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.2640681225725909,4
lean4-proof,lsa_dense,10000,10000,0,2,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292,3
manufacturing-codebook-normalization,lsa_dense,10000,10000,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
manufacturing-equipment-maintenance,lsa_dense,10000,10000,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
manufacturing-fjsp-optimization,lsa_dense,10000,10000,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mario-coin-counting,lsa_dense,10000,10000,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mars-clouds-clustering,lsa_dense,10000,10000,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.14126697285982898,9
mhc-layer-impl,lsa_dense,10000,10000,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
multilingual-video-dubbing,lsa_dense,10000,10000,0,6,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.125,0.09546043308946735,8
offer-letter-generator,lsa_dense,10000,10000,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,lsa_dense,10000,10000,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
paper-anonymizer,lsa_dense,10000,10000,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.16666666666666666,0.21840743681816419,6
parallel-tfidf-search,lsa_dense,10000,10000,0,3,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.2960819109658652,2
pddl-tpp-planning,lsa_dense,10000,10000,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pdf-excel-diff,lsa_dense,10000,10000,0,2,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.2,0.23719771276929622,5
pedestrian-traffic-counting,lsa_dense,10000,10000,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pg-essay-to-audiobook,lsa_dense,10000,10000,0,4,0.0,1.0,1.0,1.0,0.25,0.25,0.25,0.3333333333333333,0.19519002499605084,3
powerlifting-coef-calc,lsa_dense,10000,10000,0,3,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.2,0.18154179253735267,5
pptx-reference-formatting,lsa_dense,10000,10000,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
protein-expression-analysis,lsa_dense,10000,10000,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
python-scala-translation,lsa_dense,10000,10000,0,6,0.0,0.0,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.2,0.11706259313796355,5
quantum-numerical-simulation,lsa_dense,10000,10000,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,0.2890648263178879,10
r2r-mpc-control,lsa_dense,10000,10000,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
react-performance-debugging,lsa_dense,10000,10000,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
reserves-at-risk-calc,lsa_dense,10000,10000,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,lsa_dense,10000,10000,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
scheduling-email-assistant,lsa_dense,10000,10000,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sec-financial-report,lsa_dense,10000,10000,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
seismic-phase-picking,lsa_dense,10000,10000,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
setup-fuzzing-py,lsa_dense,10000,10000,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-demand,lsa_dense,10000,10000,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-supply,lsa_dense,10000,10000,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,lsa_dense,10000,10000,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
software-dependency-audit,lsa_dense,10000,10000,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
speaker-diarization-subtitles,lsa_dense,10000,10000,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
spring-boot-jakarta-migration,lsa_dense,10000,10000,0,5,1.0,1.0,1.0,1.0,0.2,0.2,0.4,1.0,0.44615333764087994,1
suricata-custom-exfil,lsa_dense,10000,10000,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
syzkaller-ppdev-syzlang,lsa_dense,10000,10000,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
taxonomy-tree-merge,lsa_dense,10000,10000,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
threejs-structure-parser,lsa_dense,10000,10000,0,2,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.2,0.45560514958746035,5
threejs-to-obj,lsa_dense,10000,10000,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
travel-planning,lsa_dense,10000,10000,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
trend-anomaly-causal-inference,lsa_dense,10000,10000,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
video-filler-word-remover,lsa_dense,10000,10000,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.3084274278260313,6
video-silence-remover,lsa_dense,10000,10000,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
video-tutorial-indexer,lsa_dense,10000,10000,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
virtualhome-agent-planning,lsa_dense,10000,10000,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
weighted-gdp-calc,lsa_dense,10000,10000,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.3562071871080222,6
xlsx-recover-data,lsa_dense,10000,10000,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3d-scan-calc,lsa_dense,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
adaptive-cruise-control,lsa_dense,10000,10000,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
azure-bgp-oscillation-route-leak,lsa_dense,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
citation-check,lsa_dense,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
civ6-adjacency-optimizer,lsa_dense,10000,10000,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
court-form-filling,lsa_dense,10000,10000,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
crystallographic-wyckoff-position-analysis,lsa_dense,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dapt-intrusion-detection,lsa_dense,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
data-to-d3,lsa_dense,10000,10000,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dialogue-parser,lsa_dense,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dynamic-object-aware-egomotion,lsa_dense,10000,10000,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
earthquake-phase-association,lsa_dense,10000,10000,1,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,lsa_dense,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
econ-detrending-correlation,lsa_dense,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
energy-ac-optimal-power-flow,lsa_dense,10000,10000,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
energy-market-pricing,lsa_dense,10000,10000,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
enterprise-information-search,lsa_dense,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
exceltable-in-ppt,lsa_dense,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
exoplanet-detection-period,lsa_dense,10000,10000,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
financial-modeling-qa,lsa_dense,10000,10000,1,2,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.2,0.23719771276929622,5
find-topk-similiar-chemicals,lsa_dense,10000,10000,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-build-agentops,lsa_dense,10000,10000,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-build-google-auto,lsa_dense,10000,10000,1,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
fix-druid-loophole-cve,lsa_dense,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-erlang-ssh-cve,lsa_dense,10000,10000,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-visual-stability,lsa_dense,10000,10000,1,3,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.25,0.20210734650054757,4
flink-query,lsa_dense,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
flood-risk-analysis,lsa_dense,10000,10000,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gh-repo-analytics,lsa_dense,10000,10000,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.3562071871080222,6
glm-lake-mendota,lsa_dense,10000,10000,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gravitational-wave-detection,lsa_dense,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
grid-dispatch-operator,lsa_dense,10000,10000,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
hvac-control,lsa_dense,10000,10000,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
invoice-fraud-detection,lsa_dense,10000,10000,1,3,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.25,0.20210734650054757,4
jax-computing-basics,lsa_dense,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jpg-ocr-stat,lsa_dense,10000,10000,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lab-unit-harmonization,lsa_dense,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lake-warming-attribution,lsa_dense,10000,10000,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
latex-formula-extraction,lsa_dense,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lean4-proof,lsa_dense,10000,10000,1,2,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.2640681225725909,4
manufacturing-codebook-normalization,lsa_dense,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
manufacturing-equipment-maintenance,lsa_dense,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
manufacturing-fjsp-optimization,lsa_dense,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mario-coin-counting,lsa_dense,10000,10000,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mars-clouds-clustering,lsa_dense,10000,10000,1,3,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.1,0.13565197343244778,10
mhc-layer-impl,lsa_dense,10000,10000,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
multilingual-video-dubbing,lsa_dense,10000,10000,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
offer-letter-generator,lsa_dense,10000,10000,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,lsa_dense,10000,10000,1,5,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.125,0.10699313236726378,8
paper-anonymizer,lsa_dense,10000,10000,1,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.39564672360221187,6
parallel-tfidf-search,lsa_dense,10000,10000,1,3,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.23463936301137822,3
pddl-tpp-planning,lsa_dense,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pdf-excel-diff,lsa_dense,10000,10000,1,2,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.2,0.23719771276929622,5
pedestrian-traffic-counting,lsa_dense,10000,10000,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pg-essay-to-audiobook,lsa_dense,10000,10000,1,4,0.0,0.0,1.0,1.0,0.0,0.25,0.25,0.2,0.15101961822780524,5
powerlifting-coef-calc,lsa_dense,10000,10000,1,3,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.25,0.20210734650054757,4
pptx-reference-formatting,lsa_dense,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
protein-expression-analysis,lsa_dense,10000,10000,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.3333333333333333,7
python-scala-translation,lsa_dense,10000,10000,1,6,0.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.15130120674940675,3
quantum-numerical-simulation,lsa_dense,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
r2r-mpc-control,lsa_dense,10000,10000,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
react-performance-debugging,lsa_dense,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
reserves-at-risk-calc,lsa_dense,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,lsa_dense,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
scheduling-email-assistant,lsa_dense,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sec-financial-report,lsa_dense,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
seismic-phase-picking,lsa_dense,10000,10000,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
setup-fuzzing-py,lsa_dense,10000,10000,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-demand,lsa_dense,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-supply,lsa_dense,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,lsa_dense,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
software-dependency-audit,lsa_dense,10000,10000,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
