skill_id,name,owner,description,is_gold_union,artifact_roles
mgd34msu--state-management,state-management,mgd34msu,"Load PROACTIVELY when task involves application state, data fetching, or form handling. Use when user says ""manage state"", ""add data fetching"", ""set up Zustand"", ""handle form validation"", or ""add React Query"". Covers server state (TanStack Query with caching, optimistic updates), client state (Zustand stores), form state (React Hook Form with Zod validation), URL state (search params, routing), and choosing between state solutions.",0,{}
mguinada--prompt-engineering,prompt-engineering,mguinada,"Creates system prompts, writes tool descriptions, and structures agent instructions for agentic systems. Use when the user asks to create, generate, or design prompts for AI agents, especially for tool-using agents, planning agents, or autonomous systems. **PROACTIVE ACTIVATION**: Auto-invoke when designing prompts for agents, tools, or agentic workflows in AI projects. **DETECTION**: Check for agent/tool-related code, prompt files, or user mentions of ""prompt"", ""agent"", ""LLM"". **USE CASES**: Designing system prompts, tool descriptions, agent instructions, prompt optimization, reducing hallucinations.",0,{}
michael-menard--session-create,session-create,michael-menard,"Open a new context session at the start of a leader agent workflow. Records agentName, storyId, and phase in wint.contextSessions, emitting a structured SESSION CREATED block for downstream workers to inherit.",0,{}
michael-menard--status-audit,status-audit,michael-menard,"Audit story statuses across filesystem, KB, and git worktrees. Detects stale statuses, duplicate directories, orphaned worktrees, unprocessed deferred KB writes, and missing KB artifacts. Resolves conflicts by picking the furthest-progressed directory as ground truth.",0,{}
michaelboeding--chart-generation,chart-generation,michaelboeding,"Use this skill for generating data-driven charts and visualizations using Python. Triggers: ""create chart"", ""generate graph"", ""plot data"", ""visualize data"", ""bar chart"", ""line chart"", ""pie chart"", ""comparison chart"", ""positioning matrix"", ""trend chart"", ""market size chart"", ""TAM SAM SOM"", ""growth chart"", ""data visualization"" Outputs: PNG/SVG chart images with accurate data representation. Used by: competitive-intel-agent, market-researcher-agent, pitch-deck-agent, review-analyst-agent",0,"{""graph"": ""produce"", ""image"": ""produce"", ""presentation"": ""produce""}"
michaelboeding--market-researcher-agent,market-researcher-agent,michaelboeding,"Use this skill to research markets, understand trends, find opportunities, and validate ideas. Triggers: ""market research"", ""market analysis"", ""market opportunity"", ""market size"", ""TAM SAM SOM"", ""industry analysis"", ""market trends"", ""validate idea"", ""market validation"", ""customer research"", ""market sizing"", ""opportunity analysis"" Outputs: Market report with size, trends, opportunities, competitive landscape.",0,{}
michaelboeding--slide-generation,slide-generation,michaelboeding,"Use this skill to create presentation slides from structured content. Triggers: ""create slides"", ""generate presentation"", ""make powerpoint"", ""create pptx"", ""build slides"", ""presentation from content"", ""slide deck"", ""slides for"" Outputs: PPTX files, Markdown slides, or HTML presentations. Used by: pitch-deck-agent, market-researcher-agent, and other agents needing slides.",0,"{""html"": ""produce"", ""presentation"": ""produce"", ""text"": ""produce""}"
michaelboeding--video-producer-agent,video-producer-agent,michaelboeding,"Use this skill to create complete videos with voiceover and music. Triggers: ""create video"", ""product video"", ""explainer video"", ""promo video"", ""demo video"", ""training video"", ""ad video"", ""commercial"", ""marketing video"", ""video with voiceover"", ""video with music"", ""brand video"", ""testimonial video"" Orchestrates: script, voiceover, background music, video clips/images, and final assembly.",0,"{""image"": ""produce"", ""video"": ""produce""}"
michaelboeding--voice-generation,voice-generation,michaelboeding,"Use this skill for AI text-to-speech generation. Triggers include: ""generate voice"", ""create audio"", ""text to speech"", ""TTS"", ""read this aloud"", ""generate narration"", ""create voiceover"", ""synthesize speech"", ""podcast audio"", ""dialogue audio"", ""multi-speaker"", ""audiobook"" Supports Google Gemini TTS, ElevenLabs, and OpenAI TTS.",0,"{""audio"": ""both""}"
michalvavra--gogcli,gogcli,michalvavra,"Google Workspace automation via gogcli for Gmail, Calendar, Drive, Contacts, Tasks, and Sheets. Use when managing Google Workspace data.",0,{}
microsoft--fabric-cli-powerbi,fabric-cli-powerbi,microsoft,"Use Fabric CLI for Power BI operations — semantic models, reports, DAX queries, refresh, gateways. Activate when users work with Power BI items, need to refresh datasets, execute DAX, manage reports, or troubleshoot refresh failures.",0,{}
microsoft--issue-triage-report,issue-triage-report,microsoft,"Generate comprehensive GitHub Feature Area Status reports for the Windows App SDK repository. Use when asked to create triage reports, identify high-priority issues, analyze feature area health, find issues needing attention, or generate status dashboards. Triggers on requests involving issue triage, area status, priority analysis, bug tracking reports, or engineering team focus areas.",0,{}
mike-coulbourn--ai-writing-detection,ai-writing-detection,mike-coulbourn,"Comprehensive AI writing detection patterns and methodology. Provides vocabulary lists, structural patterns, model-specific fingerprints, and false positive prevention guidance. Use when analyzing text for AI authorship or understanding detection patterns.",0,{}
mike-coulbourn--brand-archetype-selection,brand-archetype-selection,mike-coulbourn,"Provides Jungian brand archetype frameworks, the 12 archetypes with profiles, the 70/30 primary/secondary rule, archetype combinations, and selection templates. Auto-activates during brand archetype selection, emotional positioning, and brand personality work. Use when discussing brand archetypes, Jungian archetypes, 12 archetypes, Hero, Outlaw, Magician, Creator, Lover, Jester, Everyman, Caregiver, Ruler, Sage, Explorer, Innocent, 70/30 rule, Mark-Pearson, or archetype combinations.",0,{}
mikeyobrien--evaluate-presets,evaluate-presets,mikeyobrien,"Use when testing Ralph's hat collection presets, validating preset configurations, or auditing the preset library for bugs and UX issues.",0,{}
mikeyobrien--pdd,pdd,mikeyobrien,"Transforms a rough idea into a detailed design document with implementation plan. Follows Prompt-Driven Development — iterative requirements clarification, research, design, and planning.",0,"{""text"": ""mention""}"
mikeyobrien--test-driven-development,test-driven-development,mikeyobrien,"Unified TDD skill with three input modes — from spec, from task, or from description. Enforces test-first development using repository patterns, with proptest guidance and backpressure integration.",0,{}
mikeyobrien--tmux-terminal,tmux-terminal,mikeyobrien,"Interactive terminal control via tmux for TUI apps, prompts, and long-running CLI workflows.",0,{}
mikr13--auto-updates,auto-updates,mikr13,Configure automatic security updates on Ubuntu/Debian VPS servers to patch vulnerabilities and prevent exploitation of known security flaws.,0,{}
mikr13--fail2ban-setup,fail2ban-setup,mikr13,"Install and configure fail2ban on VPS servers to automatically ban IP addresses that show malicious signs like too many password failures, seeking exploits, or brute-force attacks.",0,{}
mikr13--firewall-configuration,firewall-configuration,mikr13,Configure UFW (Uncomplicated Firewall) on Ubuntu/Debian VPS servers to restrict network access and minimize attack surface by controlling inbound and outbound traffic.,0,{}
mikr13--ssh-hardening,ssh-hardening,mikr13,"Harden SSH configuration on VPS servers by disabling root login, enforcing SSH key authentication, and creating non-root sudo users to prevent unauthorized access.",0,{}
